cluster_membership,lat_round,lon_round,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
6,41.227,-73.071,6,5,12,13,5,10,11,19,1,2,14,19,5,16,16,13
6,41.227,-73.071,6,5,12,10,5,19,7,19,1,12,8,4,1,8,8,13
6,41.229,-73.07,6,19,13,13,5,10,7,19,5,12,8,14,7,19,5,13
6,41.229,-73.07,6,5,9,3,10,4,15,19,5,2,4,14,17,2,12,13
6,41.229,-73.07,6,5,12,13,15,10,7,19,5,12,14,4,1,8,8,13
7,41.256,-73.011,4,5,12,13,15,19,14,1,1,9,14,19,5,16,16,17
7,41.256,-73.011,4,5,13,10,5,19,7,1,1,12,8,14,1,8,8,17
6,41.256,-73.011,4,5,13,10,5,4,15,19,5,2,4,4,1,8,12,17
7,41.256,-73.011,4,5,13,10,5,19,7,1,1,9,14,19,5,16,16,17
7,41.256,-73.011,4,12,9,3,10,4,15,19,5,2,4,14,17,2,8,17
6,41.256,-73.011,4,5,13,10,5,19,7,18,1,9,8,4,13,1,11,17
7,41.307,-72.929,4,5,13,10,5,19,7,19,5,12,14,12,17,2,8,17
7,41.307,-72.929,4,5,13,3,5,10,11,19,5,2,4,12,17,2,5,17
7,41.307,-72.929,4,12,13,10,5,4,15,4,11,12,8,4,1,8,8,17
7,41.307,-72.929,4,5,13,10,10,4,15,19,5,12,14,19,5,16,16,17
7,41.307,-72.929,4,12,9,3,10,4,15,4,18,6,11,6,12,5,9,17
7,41.307,-72.929,4,5,13,10,5,19,7,18,11,12,8,4,1,8,8,17
9,41.316,-72.901,4,12,13,10,5,19,7,1,1,9,14,19,5,2,12,17
7,41.316,-72.901,4,12,13,10,5,19,7,19,5,2,4,14,17,19,5,17
7,41.316,-72.901,4,12,9,3,5,4,15,19,5,2,4,4,1,2,12,17
9,41.316,-72.901,4,12,13,10,5,4,15,19,1,9,14,19,5,16,16,17
7,41.316,-72.901,4,12,9,3,10,13,16,4,18,18,3,6,12,5,9,17
7,41.316,-72.901,4,12,9,3,10,4,7,19,11,12,8,4,1,8,8,17
9,41.344,-72.871,4,12,13,10,5,19,7,18,11,12,8,4,15,11,18,17
9,41.344,-72.871,4,12,13,10,15,19,7,18,19,4,10,2,13,1,11,17
9,41.344,-72.871,4,12,9,3,5,10,11,19,1,2,14,19,5,16,16,17
9,41.344,-72.871,4,12,13,3,10,19,7,18,11,12,8,4,1,8,8,17
9,41.344,-72.871,4,5,13,3,10,13,16,11,7,14,11,11,19,12,15,17
9,41.344,-72.871,4,12,13,10,5,19,7,18,11,12,8,4,1,8,8,17
16,41.494,-72.854,19,14,1,18,6,19,7,4,11,12,8,14,7,19,5,7
16,41.494,-72.854,19,12,1,17,6,19,7,18,11,12,8,4,1,8,8,7
20,41.494,-72.854,19,12,1,18,10,4,0,8,14,10,17,17,15,11,18,7
16,41.434,-72.802,19,12,9,3,6,19,7,19,1,12,8,14,1,8,8,2
16,41.434,-72.802,19,3,1,18,10,4,0,4,11,12,10,4,1,8,8,2
16,41.434,-72.802,19,3,19,3,10,4,15,4,11,12,8,4,1,8,11,2
16,41.511,-72.769,19,3,19,17,6,18,5,18,11,18,8,4,1,8,18,2
16,41.511,-72.769,19,18,19,18,18,4,0,4,11,17,8,4,1,8,8,2
16,41.511,-72.769,19,3,1,18,18,6,2,8,9,10,17,1,15,11,18,2
16,41.527,-72.772,19,3,19,18,10,18,5,18,11,12,8,4,1,8,8,18
16,41.527,-72.772,19,3,19,18,9,13,16,9,13,6,17,17,15,11,18,18
16,41.527,-72.772,19,3,1,17,6,4,7,18,11,18,17,17,15,11,18,18
16,41.528,-72.773,19,3,1,18,18,18,5,18,11,17,0,2,13,1,1,18
16,41.528,-72.773,19,3,1,17,18,18,5,12,14,17,0,2,13,1,11,18
16,41.528,-72.773,19,3,1,17,6,18,0,12,14,17,0,10,1,8,18,18
13,41.571,-72.728,19,3,19,18,18,18,17,12,14,17,0,10,8,3,1,14
13,41.571,-72.728,19,3,19,18,18,6,0,12,14,17,0,10,15,3,18,14
13,41.571,-72.728,19,3,19,18,18,18,5,12,14,17,0,10,8,3,1,14
13,41.638,-72.68,1,3,19,18,18,18,5,12,9,10,17,1,0,0,6,14
13,41.638,-72.68,1,10,19,16,1,6,2,8,9,1,6,1,0,0,6,14
13,41.638,-72.68,1,10,1,17,18,6,17,12,9,17,0,10,8,3,6,14
13,41.639,-72.679,1,10,4,16,1,6,17,8,9,10,17,1,15,11,1,14
13,41.639,-72.679,1,10,19,18,18,18,5,12,14,17,0,17,0,11,9,14
13,41.639,-72.679,1,10,14,17,18,6,17,12,2,19,0,2,8,3,1,14
8,41.715,-72.691,1,10,19,18,18,18,5,3,2,19,19,16,4,10,10,4
13,41.715,-72.691,1,10,14,18,18,6,0,8,9,17,0,10,8,3,1,4
8,41.715,-72.691,1,0,4,16,18,6,2,8,9,10,17,1,0,0,6,4
13,41.66,-72.681,1,10,14,2,18,14,17,12,14,15,0,10,4,3,1,14
13,41.66,-72.681,1,10,19,16,18,6,17,8,9,10,17,1,0,0,6,14
13,41.66,-72.681,1,10,14,2,18,14,17,8,9,10,17,1,8,3,1,14
13,41.66,-72.681,1,10,14,2,18,6,17,12,14,10,13,10,8,3,6,14
13,41.66,-72.681,1,3,14,18,18,6,17,8,14,10,17,10,8,3,4,14
13,41.66,-72.681,1,10,14,2,18,14,17,12,14,17,19,16,9,14,4,14
13,41.686,-72.652,1,0,4,16,1,6,2,8,9,10,17,1,8,3,1,4
13,41.686,-72.652,1,0,4,16,1,6,17,17,9,10,13,10,8,0,6,4
13,41.686,-72.652,1,3,19,18,18,18,2,8,9,1,17,1,0,0,17,4
13,41.686,-72.652,1,3,19,18,18,6,0,8,9,10,6,6,0,0,9,4
13,41.686,-72.652,1,0,4,16,1,14,17,17,6,15,19,16,9,14,4,4
13,41.686,-72.652,1,0,14,18,18,18,9,3,2,19,19,10,13,10,1,4
13,41.714,-72.644,1,10,4,16,3,15,6,0,0,1,6,15,11,17,17,4
13,41.714,-72.644,1,10,14,2,18,6,17,12,14,17,0,10,8,3,18,4
13,41.714,-72.644,1,0,4,16,1,14,17,17,14,15,13,1,0,0,6,4
8,41.733,-72.662,1,0,14,16,1,14,17,8,14,15,13,10,9,0,6,4
8,41.733,-72.662,1,10,14,16,1,14,17,17,14,17,0,1,8,3,6,4
8,41.733,-72.662,1,10,14,16,1,6,17,17,9,13,7,1,0,14,4,4
8,41.743,-72.668,1,0,14,2,4,14,17,12,2,19,19,16,4,10,10,4
8,41.743,-72.668,1,10,14,2,4,2,10,17,6,15,17,1,0,0,6,4
8,41.743,-72.668,1,10,14,2,18,2,17,17,2,19,19,16,4,10,10,4
8,41.753,-72.679,1,10,14,16,18,14,17,12,14,15,17,1,0,0,6,4
8,41.753,-72.679,1,0,4,16,1,6,17,12,9,10,17,1,8,3,1,4
8,41.753,-72.679,1,10,14,2,18,14,17,3,2,15,13,1,9,14,4,4
8,41.753,-72.679,1,10,14,2,18,6,17,8,14,10,17,1,8,3,1,4
8,41.753,-72.679,1,10,4,16,1,15,2,8,9,10,17,1,0,14,4,4
8,41.753,-72.679,1,0,4,2,18,14,17,12,14,10,0,10,8,3,10,4
8,41.771,-72.672,1,0,4,9,1,6,17,8,9,10,13,1,0,0,6,4
8,41.771,-72.672,1,0,14,2,18,15,2,8,9,10,17,1,0,3,6,4
8,41.771,-72.672,1,10,14,2,17,14,17,17,9,1,16,15,11,17,17,4
8,41.771,-72.672,1,10,19,16,1,6,0,0,0,1,15,15,11,17,17,4
8,41.757,-72.703,1,10,14,2,18,18,5,3,2,17,0,10,8,3,1,4
8,41.757,-72.703,1,10,14,2,4,14,17,17,6,15,13,7,9,14,4,4
8,41.758,-72.703,1,0,4,16,1,15,2,8,0,1,6,15,11,17,17,4
8,41.758,-72.703,1,10,14,2,18,14,17,17,6,15,13,10,8,3,1,4
8,41.784,-72.704,1,10,4,16,1,6,17,8,0,1,6,15,0,0,6,4
8,41.784,-72.704,1,10,4,16,4,2,10,17,6,13,16,18,14,18,14,4
8,41.784,-72.704,1,10,14,9,4,2,10,2,10,16,6,5,3,9,2,4
8,41.784,-72.704,1,10,14,2,18,14,17,17,6,10,13,7,9,14,4,4
8,41.784,-72.704,1,10,14,2,18,14,17,3,2,19,0,16,4,10,10,4
8,41.784,-72.704,1,16,4,9,7,15,10,17,10,13,7,18,0,0,4,4
8,41.768,-72.683,1,0,17,6,3,15,13,0,0,16,16,18,14,9,2,4
8,41.768,-72.683,1,10,14,2,1,15,2,0,10,16,16,18,14,18,14,4
8,41.768,-72.683,1,10,14,2,17,14,9,3,2,19,13,7,9,14,4,4
8,41.768,-72.683,1,10,14,2,4,14,9,17,2,15,0,16,4,10,10,4
8,41.768,-72.683,1,10,14,2,4,14,17,12,14,17,0,10,15,0,6,4
8,41.768,-72.683,1,10,14,2,18,6,17,12,14,10,17,1,15,3,6,4
8,41.84,-72.666,10,10,14,2,4,2,10,17,6,15,13,7,9,14,4,4
8,41.84,-72.666,10,10,14,2,17,14,9,3,2,19,19,16,4,10,10,4
8,41.84,-72.666,10,10,14,2,17,9,9,3,6,19,19,7,9,14,10,4
8,41.852,-72.661,10,16,16,2,4,2,10,2,10,13,7,18,9,14,4,4
8,41.852,-72.661,10,16,16,2,4,14,9,3,2,19,19,16,4,13,0,4
8,41.852,-72.661,10,16,16,9,7,2,10,2,9,10,17,10,8,3,4,4
8,41.871,-72.671,10,16,14,2,4,2,10,17,6,15,13,7,9,14,4,9
8,41.871,-72.671,10,16,16,6,7,15,13,2,0,1,16,18,3,9,2,9
8,41.871,-72.671,10,16,16,9,4,14,10,8,9,13,7,1,0,0,6,9
8,41.871,-72.671,10,10,14,9,7,2,10,2,10,13,13,7,0,14,4,9
8,41.871,-72.671,10,16,16,9,4,14,9,17,2,15,19,16,4,10,10,9
8,41.871,-72.671,10,10,4,16,3,15,2,8,6,10,7,1,0,17,2,9
14,41.898,-72.644,10,16,16,2,4,2,10,2,10,13,7,18,14,18,14,9
14,41.898,-72.644,10,16,16,16,7,7,13,0,10,1,6,15,0,0,6,9
8,41.898,-72.644,10,16,16,9,4,14,10,17,6,15,7,1,0,0,6,9
13,41.606,-72.702,19,0,4,16,1,6,2,0,9,1,6,1,0,0,6,14
13,41.606,-72.702,19,3,19,18,1,6,0,12,9,10,17,10,8,0,6,14
13,41.606,-72.702,19,0,19,18,18,6,17,12,14,10,17,10,8,3,1,14
13,41.606,-72.701,19,3,4,16,1,6,2,8,9,10,17,1,8,14,1,14
13,41.606,-72.701,19,3,19,18,18,18,5,12,14,17,0,10,13,1,1,14
13,41.606,-72.701,19,3,4,8,1,6,0,8,18,10,17,6,15,11,6,14
6,41.211,-73.261,6,19,3,1,2,16,4,7,15,3,9,8,6,15,7,13
6,41.211,-73.261,6,19,12,19,2,5,14,13,4,5,12,9,5,16,3,13
6,41.211,-73.261,6,19,12,13,12,10,14,1,4,9,9,19,17,2,16,13
3,41.034,-73.563,0,15,3,1,11,16,4,7,16,11,1,0,2,4,13,11
3,41.034,-73.563,0,8,3,1,11,16,11,14,15,3,9,8,6,15,7,11
3,41.034,-73.563,0,15,6,5,11,3,12,10,16,11,9,8,17,2,12,11
3,41.034,-73.566,0,15,6,1,11,16,4,7,15,3,9,8,6,15,7,11
3,41.034,-73.566,0,8,3,1,11,3,12,10,16,11,1,0,2,4,13,11
3,41.034,-73.566,0,15,6,5,11,3,12,10,16,11,1,0,2,4,13,11
6,41.231,-73.228,6,19,18,19,2,5,14,7,4,5,12,9,10,16,16,13
6,41.231,-73.228,6,19,18,13,5,10,11,1,1,9,14,19,5,16,16,13
6,41.231,-73.228,6,19,12,13,15,5,14,1,1,9,14,19,5,16,16,13
6,41.23,-73.227,6,19,18,19,2,5,14,7,4,3,9,0,5,16,16,13
6,41.23,-73.227,6,19,3,13,15,10,14,1,4,9,14,19,5,16,16,13
6,41.23,-73.227,6,19,12,19,2,5,14,1,1,9,14,19,5,16,16,13
8,41.786,-72.662,1,10,14,2,17,14,17,17,2,15,13,16,4,10,10,4
8,41.786,-72.662,1,0,4,9,1,2,10,17,6,13,7,1,0,0,14,4
8,41.786,-72.662,1,10,14,16,1,6,17,12,14,10,0,17,15,3,1,4
8,41.787,-72.662,1,10,14,9,4,15,2,8,10,13,7,1,0,0,6,4
8,41.787,-72.662,1,10,14,2,1,2,17,17,6,15,13,7,9,14,4,4
8,41.787,-72.662,1,10,14,16,1,6,17,12,14,15,13,7,9,0,6,4
14,41.946,-72.605,10,16,16,9,4,2,2,8,9,10,13,7,0,0,6,9
14,41.946,-72.605,10,13,17,9,7,7,13,16,3,16,16,5,3,9,2,9
14,41.946,-72.605,10,16,16,9,4,14,17,17,6,15,13,7,9,10,10,9
14,41.96,-72.592,10,16,16,9,4,2,10,17,6,15,13,7,9,14,4,9
14,41.96,-72.592,10,16,16,9,7,2,13,2,3,16,16,18,14,18,14,9
14,41.96,-72.592,10,16,16,9,4,2,10,2,10,13,16,18,14,18,14,9
14,42.008,-72.594,10,16,16,9,4,14,10,17,6,15,13,7,9,14,10,9
14,42.008,-72.594,10,16,16,9,4,2,10,17,6,15,13,7,9,18,4,9
14,42.008,-72.594,10,16,16,9,7,2,13,2,10,16,16,18,14,9,2,9
14,42.021,-72.585,10,16,16,9,7,2,10,2,6,13,7,7,9,14,4,9
14,42.021,-72.585,10,16,16,9,4,2,10,17,6,15,13,7,9,10,10,9
14,42.021,-72.585,10,16,16,9,7,2,10,17,10,13,7,18,14,14,4,9
17,41.296,-73.073,6,5,12,10,5,10,11,1,1,9,8,4,1,8,5,17
17,41.296,-73.073,6,5,12,13,5,19,14,1,1,2,4,12,17,2,12,17
17,41.296,-73.073,6,5,13,10,5,19,7,1,1,9,14,19,5,16,16,17
9,41.328,-72.994,4,5,13,10,5,19,7,18,1,9,8,4,5,16,3,17
17,41.328,-72.994,4,5,9,3,10,4,15,19,5,12,3,14,7,19,5,17
17,41.328,-72.994,4,5,13,10,15,19,14,1,4,9,14,19,5,16,16,17
9,41.341,-72.975,4,5,13,10,5,19,7,18,1,9,14,2,5,16,11,17
9,41.341,-72.974,4,5,13,10,5,10,11,19,5,2,4,12,17,2,12,17
9,41.341,-72.974,4,12,9,3,10,4,15,4,11,12,8,4,1,3,1,17
9,41.382,-72.901,4,12,13,10,5,19,7,1,1,9,14,19,17,2,12,17
9,41.382,-72.901,4,5,13,10,8,19,19,18,11,12,8,4,1,8,8,17
9,41.382,-72.901,4,12,13,10,6,19,7,18,19,4,10,2,13,1,11,17
9,41.383,-72.901,4,12,13,10,6,19,7,4,11,18,3,14,7,19,5,17
9,41.383,-72.901,4,12,9,8,9,13,0,12,14,10,17,17,15,3,18,17
9,41.383,-72.901,4,12,13,10,6,19,7,18,19,4,10,2,13,1,11,17
9,41.304,-72.854,4,12,13,10,6,4,15,4,11,12,8,4,1,8,8,17
9,41.304,-72.854,4,12,13,3,10,4,7,19,11,12,8,14,7,19,5,17
9,41.304,-72.854,4,12,9,3,5,19,7,1,11,12,3,4,1,8,5,17
16,41.456,-72.835,19,3,9,10,5,4,7,19,18,18,3,14,7,8,5,7
16,41.456,-72.835,19,3,19,3,10,4,15,4,18,6,3,17,15,11,18,7
16,41.456,-72.835,19,3,1,18,10,4,0,4,11,18,3,17,7,19,18,7
16,41.481,-72.819,19,3,1,17,10,4,0,4,11,17,17,17,15,8,1,7
16,41.481,-72.819,19,3,1,17,6,18,5,18,11,4,10,2,1,1,11,7
16,41.481,-72.819,19,3,9,18,10,18,5,12,11,17,8,4,1,11,18,7
16,41.481,-72.818,19,3,1,18,6,18,0,4,11,17,0,10,1,3,1,7
16,41.481,-72.818,19,3,1,17,6,18,5,18,11,4,10,2,8,3,18,7
16,41.481,-72.818,19,3,1,18,10,13,16,8,9,10,17,1,15,11,18,7
5,41.416,-73.402,9,19,12,13,15,5,14,1,4,5,12,9,10,6,16,1
5,41.416,-73.402,9,1,18,19,15,5,14,1,4,9,14,19,5,16,16,1
5,41.416,-73.402,9,1,18,19,15,5,14,1,4,9,12,19,5,16,16,1
5,41.416,-73.402,9,1,18,14,13,5,8,13,4,5,12,9,5,15,3,1
5,41.416,-73.402,9,1,18,19,2,5,14,1,4,5,12,9,10,6,3,1
5,41.416,-73.402,9,1,18,19,15,5,14,13,8,5,12,19,5,16,16,1
5,41.428,-73.344,9,1,18,14,13,17,8,13,8,5,12,9,10,6,3,1
5,41.428,-73.344,9,1,11,4,15,5,19,1,1,12,14,19,1,8,8,1
5,41.428,-73.344,9,1,18,14,13,17,8,13,8,5,12,9,5,16,16,1
5,41.378,-73.274,9,1,18,14,15,5,14,1,4,9,14,9,10,1,8,1
5,41.378,-73.274,9,1,18,14,13,17,8,13,8,5,12,9,10,6,3,1
5,41.378,-73.274,9,2,18,4,15,5,14,1,4,9,12,9,10,6,3,1
5,41.452,-73.25,3,1,8,14,13,17,8,13,8,5,12,9,10,6,3,12
5,41.452,-73.25,3,2,11,10,6,19,7,18,11,4,10,2,13,1,11,12
5,41.452,-73.25,3,2,11,4,6,1,19,6,19,4,10,9,10,6,11,12
9,41.328,-72.819,4,12,13,10,15,19,19,6,19,9,14,19,5,16,16,2
9,41.328,-72.819,4,12,9,3,10,13,6,9,13,14,11,6,12,5,9,2
9,41.328,-72.819,4,12,9,3,10,4,15,4,18,18,3,14,1,8,8,2
6,41.326,-73.266,6,19,18,19,13,17,14,1,1,9,14,19,5,16,16,13
6,41.326,-73.266,6,19,18,19,15,19,7,19,5,12,8,4,1,8,8,13
6,41.326,-73.266,6,19,18,19,15,5,7,18,11,12,8,4,1,8,8,13
6,41.302,-73.251,6,19,18,19,2,19,11,1,1,9,4,12,5,2,8,13
6,41.302,-73.251,6,19,13,13,5,4,15,4,18,18,3,14,7,19,5,13
6,41.302,-73.251,6,19,12,19,2,5,14,14,1,9,14,19,5,16,16,13
6,41.302,-73.251,6,19,12,10,15,5,14,1,4,5,12,19,5,16,16,13
6,41.302,-73.251,6,19,12,13,15,5,14,1,1,12,3,4,1,19,18,13
6,41.302,-73.251,6,19,12,19,15,5,14,1,4,9,9,8,5,16,16,13
10,41.553,-73.037,3,14,1,17,6,18,5,18,19,4,10,2,13,1,11,7
10,41.553,-73.037,3,14,11,4,8,1,19,18,11,12,8,4,13,8,18,7
10,41.553,-73.037,3,14,11,4,8,1,19,18,19,4,10,4,13,8,8,7
10,41.553,-73.037,3,2,11,4,6,18,5,3,14,17,10,2,13,1,11,7
10,41.553,-73.037,3,14,13,10,6,19,19,18,11,12,8,2,13,1,1,7
10,41.553,-73.037,3,14,1,18,1,6,0,12,14,10,0,10,1,8,1,7
14,41.926,-72.605,10,16,16,9,4,14,10,17,6,15,13,16,4,10,10,9
14,41.926,-72.605,10,16,16,9,4,14,17,17,6,15,13,7,0,0,6,9
14,41.926,-72.605,10,16,16,9,4,14,10,17,6,15,13,7,9,14,4,9
6,41.193,-73.145,6,19,12,13,5,10,11,19,5,2,4,12,17,2,12,13
6,41.193,-73.145,6,19,12,13,15,5,14,1,4,9,14,19,5,16,12,13
6,41.193,-73.145,6,19,12,13,5,4,15,4,5,18,8,14,1,8,8,13
15,41.655,-72.769,1,10,4,16,1,6,17,12,14,17,0,10,4,10,10,18
15,41.655,-72.769,1,10,1,17,6,18,19,6,2,19,19,16,4,10,10,18
15,41.655,-72.769,1,3,1,18,18,18,5,3,19,4,10,2,13,1,10,18
15,41.655,-72.769,1,10,14,2,18,14,17,3,2,19,13,16,4,10,10,18
15,41.655,-72.769,1,10,1,18,18,18,5,12,11,17,8,4,15,11,18,18
15,41.655,-72.769,1,10,14,18,18,18,5,12,14,17,0,10,8,1,11,18
7,41.279,-72.868,4,12,9,3,5,4,15,19,5,2,3,14,7,19,5,17
7,41.279,-72.868,4,18,9,8,9,13,16,9,13,6,11,6,15,11,18,17
7,41.279,-72.868,4,12,13,3,10,13,15,4,18,18,3,14,7,19,5,17
7,41.279,-72.869,4,12,9,3,5,19,7,19,18,18,3,17,7,11,9,17
7,41.279,-72.869,4,12,9,3,10,13,16,9,18,18,3,17,7,19,5,17
7,41.279,-72.869,4,12,9,3,10,4,15,4,18,18,3,14,7,19,5,17
11,41.294,-72.786,4,12,9,3,5,19,7,19,11,12,8,4,1,8,8,2
11,41.294,-72.786,4,12,9,3,10,4,15,4,18,6,3,17,7,19,18,2
11,41.294,-72.786,4,12,13,10,5,19,7,19,11,12,8,4,1,8,8,2
11,41.292,-72.733,4,12,9,3,9,13,16,4,18,18,3,14,12,5,9,2
11,41.292,-72.733,4,12,9,3,5,19,15,19,11,12,8,4,1,8,11,2
11,41.292,-72.733,4,12,9,3,5,4,15,19,18,12,8,4,15,11,18,2
11,41.29,-72.674,8,12,9,3,10,4,0,4,11,12,8,4,1,8,8,2
11,41.29,-72.674,8,12,9,3,10,4,15,4,11,12,3,17,1,11,18,2
11,41.29,-72.674,8,12,9,3,10,4,15,4,11,12,8,4,1,8,8,2
11,41.293,-72.578,8,18,9,3,10,13,16,9,13,6,11,6,12,5,18,2
11,41.293,-72.578,8,18,9,3,6,19,7,18,11,12,8,17,15,11,18,2
11,41.293,-72.578,8,18,9,8,9,13,15,4,18,18,3,4,1,19,5,2
12,41.337,-71.9,15,4,2,7,19,0,6,11,7,7,15,11,19,12,15,3
12,41.337,-71.9,15,4,2,7,19,0,18,5,17,7,18,3,19,12,19,3
11,41.282,-72.437,8,11,15,8,9,8,6,9,13,6,11,6,12,5,9,16
11,41.282,-72.437,8,18,15,8,10,13,15,4,18,18,3,14,7,19,5,16
11,41.282,-72.437,8,18,15,8,10,13,15,4,18,18,3,6,12,12,15,16
12,41.319,-72.244,5,11,15,8,9,13,0,4,18,10,3,17,15,11,18,16
12,41.319,-72.244,5,11,5,0,16,8,16,9,13,6,11,17,15,5,18,16
12,41.319,-72.244,5,11,5,0,16,8,6,11,7,14,15,11,12,5,15,16
12,41.336,-72.222,5,11,2,7,16,0,6,11,7,14,15,6,12,5,17,3
12,41.336,-72.222,5,11,5,0,9,13,16,9,9,14,6,15,11,17,17,3
12,41.336,-72.222,5,11,5,0,9,13,16,8,9,10,17,17,15,3,1,3
12,41.362,-72.209,5,11,5,0,16,8,6,11,7,7,18,11,19,12,15,3
12,41.362,-72.209,5,11,5,0,16,8,6,11,7,14,15,11,12,5,9,3
12,41.362,-72.209,5,11,5,0,16,8,6,11,13,14,15,11,19,12,15,3
12,41.362,-72.209,5,11,5,0,16,8,6,0,0,1,6,15,11,17,17,3
12,41.362,-72.209,5,11,5,0,9,13,6,11,7,7,15,11,19,12,15,3
12,41.362,-72.209,5,11,5,0,16,0,18,11,7,14,18,11,19,12,15,3
12,41.355,-72.15,5,4,2,7,19,0,6,11,7,7,18,11,19,12,15,3
12,41.355,-72.15,5,11,5,0,16,8,6,11,7,7,18,11,19,12,15,3
12,41.355,-72.15,5,11,5,0,16,8,16,9,13,6,11,6,12,5,17,3
12,41.355,-72.15,5,11,5,0,16,13,16,9,13,6,15,11,12,5,15,3
12,41.355,-72.15,5,11,5,0,16,8,6,0,0,1,15,15,11,17,17,3
12,41.355,-72.15,5,11,5,0,16,8,6,11,13,14,11,6,12,5,9,3
12,41.374,-72.139,5,11,5,0,19,0,6,5,7,14,15,5,3,17,2,3
12,41.374,-72.139,5,11,5,0,16,8,6,11,7,14,15,11,11,12,15,3
12,41.374,-72.139,5,11,5,0,16,8,6,11,13,14,15,11,19,12,15,3
12,41.378,-72.139,5,11,5,0,9,8,6,11,7,7,15,11,11,17,17,3
12,41.378,-72.139,5,11,5,0,16,8,6,11,13,14,6,6,12,12,15,3
12,41.378,-72.139,5,11,5,0,16,8,6,11,7,14,15,11,11,17,17,3
12,41.359,-72.073,5,11,5,0,9,8,16,11,13,14,11,6,12,5,9,3
12,41.359,-72.073,5,11,5,0,16,8,6,11,7,14,15,11,12,5,9,3
12,41.359,-72.073,5,4,5,0,16,0,6,11,7,7,18,3,19,12,15,3
12,41.37,-72.008,15,4,2,0,16,8,6,11,7,7,15,3,19,12,15,3
12,41.37,-72.008,15,11,2,7,19,0,18,5,7,14,15,11,19,12,15,3
12,41.37,-72.008,15,4,2,7,19,0,18,5,17,7,18,3,16,7,19,3
12,41.375,-71.953,15,4,5,0,16,8,6,11,13,6,6,15,11,17,17,3
12,41.375,-71.953,15,4,2,7,16,8,6,0,0,14,11,15,19,12,15,3
12,41.375,-71.953,15,4,2,7,16,8,6,11,7,14,18,11,19,12,15,3
12,41.375,-71.953,15,4,2,7,19,0,18,11,17,7,18,3,19,12,19,3
12,41.375,-71.953,15,4,2,7,19,0,18,11,7,7,15,11,19,12,15,3
12,41.375,-71.953,15,4,5,0,19,0,6,11,7,7,15,11,11,17,17,3
12,41.394,-71.862,15,4,2,7,16,8,6,11,7,14,15,11,19,12,15,3
12,41.394,-71.862,15,4,2,7,19,0,18,5,17,7,18,3,16,7,19,3
12,41.394,-71.862,15,4,2,7,19,0,6,11,7,14,15,15,11,17,17,3
12,41.406,-71.845,15,4,2,7,19,0,18,5,17,7,18,3,16,7,19,3
12,41.406,-71.845,15,4,2,7,16,8,18,11,7,7,15,11,19,7,19,3
12,41.406,-71.845,15,4,2,7,19,0,18,5,7,7,15,11,19,12,17,3
12,41.412,-72.127,5,11,2,7,16,0,6,5,7,7,15,11,19,12,15,3
12,41.412,-72.127,5,11,5,0,16,8,16,9,13,6,11,6,12,5,17,3
12,41.412,-72.127,5,11,5,0,19,0,18,5,17,7,18,3,19,12,15,3
18,41.435,-72.123,5,4,2,7,19,0,18,5,7,7,15,11,19,7,15,3
12,41.435,-72.123,5,11,5,0,16,8,6,11,7,7,15,11,19,12,15,3
18,41.435,-72.123,5,11,5,0,16,8,6,9,7,14,11,6,12,12,15,3
18,41.49,-72.107,5,11,2,7,16,8,6,11,7,14,15,11,11,17,15,3
18,41.49,-72.107,5,11,2,7,16,8,6,11,7,14,6,15,11,17,17,3
18,41.49,-72.107,5,11,5,0,3,8,6,11,7,14,15,11,11,17,15,3
18,41.49,-72.107,5,11,2,7,19,0,18,11,7,14,15,11,19,17,17,3
18,41.535,-72.084,15,11,2,0,16,0,6,5,7,7,2,5,3,9,2,3
18,41.535,-72.084,15,11,5,0,16,8,6,0,0,1,6,1,0,0,17,3
18,41.535,-72.084,15,11,5,0,3,15,2,0,0,1,17,1,0,0,6,3
18,41.535,-72.084,15,4,5,0,3,0,6,11,17,7,15,11,3,9,2,3
18,41.535,-72.084,15,11,5,0,3,8,6,0,0,6,11,6,15,11,18,3
18,41.535,-72.084,15,11,2,0,3,8,6,11,7,7,18,11,19,12,19,3
18,41.524,-72.078,15,11,5,0,3,8,6,11,13,14,6,6,11,0,6,3
18,41.524,-72.078,15,11,5,0,16,8,6,0,7,14,15,11,19,12,15,3
18,41.524,-72.078,15,11,5,0,3,15,16,9,13,14,11,6,12,5,9,3
4,41.104,-73.433,17,8,3,1,11,16,4,7,16,3,1,0,2,4,13,6
4,41.104,-73.433,17,19,12,1,12,16,14,14,15,3,9,8,6,4,7,6
4,41.104,-73.433,17,8,3,1,2,16,4,7,15,3,9,8,6,15,7,6
4,41.105,-73.432,17,8,3,1,2,3,12,10,16,11,1,0,2,4,13,6
4,41.105,-73.432,17,8,3,5,11,3,12,10,16,11,1,0,2,4,7,6
4,41.105,-73.432,17,8,3,1,11,3,12,10,16,11,1,0,2,4,13,6
5,41.313,-73.472,9,1,18,14,13,17,8,13,4,5,14,19,5,8,5,1
5,41.313,-73.472,9,1,18,14,13,17,8,13,4,5,12,9,10,6,3,1
5,41.313,-73.472,9,1,18,14,2,5,14,1,1,9,14,19,10,16,3,1
14,41.771,-72.57,11,0,4,16,1,14,17,17,6,15,13,7,9,14,6,4
