cluster_membership,lat_round,lon_round,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
18,41.897,-71.892,13,9,10,11,14,7,13,16,3,16,2,5,3,9,2,0
18,41.897,-71.892,13,9,10,11,14,11,3,16,3,16,16,5,14,9,2,0
18,41.897,-71.892,13,9,10,11,19,11,3,5,17,8,2,3,16,7,19,0
18,41.897,-71.892,13,9,10,11,14,7,13,16,10,16,16,5,14,18,14,0
18,41.897,-71.892,13,9,10,11,14,11,3,16,3,16,16,5,3,9,2,0
18,41.897,-71.892,13,9,10,11,14,11,3,16,3,16,16,18,14,18,14,0
18,41.796,-71.87,13,9,10,11,14,11,3,16,3,16,16,5,3,9,2,0
18,41.796,-71.87,13,9,10,11,14,11,3,16,3,16,16,5,14,18,14,0
18,41.796,-71.87,13,9,10,11,14,11,3,16,3,16,16,18,14,18,14,0
18,41.796,-71.87,13,9,10,11,19,0,18,5,17,7,18,3,19,12,15,0
18,41.796,-71.87,13,9,10,11,14,7,13,16,3,16,16,18,14,18,2,0
18,41.796,-71.87,13,9,10,11,14,11,3,16,3,16,16,5,14,18,14,0
19,41.863,-72.183,18,13,17,6,14,7,13,16,3,16,16,5,16,7,19,0
19,41.863,-72.183,18,13,17,6,7,2,10,2,3,16,16,15,0,18,17,0
19,41.863,-72.183,18,13,17,6,7,2,10,2,10,13,6,15,11,17,2,0
19,41.863,-72.183,18,13,17,11,14,11,3,16,3,16,16,5,3,9,2,0
19,41.863,-72.183,18,13,10,11,14,7,3,16,3,8,2,5,3,9,2,0
19,41.863,-72.183,18,9,10,11,14,11,3,16,3,16,16,15,11,18,2,0
19,41.88,-72.128,18,13,17,6,7,7,13,2,10,13,7,7,9,18,14,0
19,41.88,-72.128,18,13,17,6,7,7,13,2,10,16,16,18,14,9,14,0
19,41.88,-72.128,18,13,10,11,14,11,3,16,3,16,16,5,3,9,19,0
19,41.88,-72.128,18,13,17,6,7,7,13,16,3,16,16,5,3,9,2,0
19,41.88,-72.128,18,13,17,6,7,7,3,16,3,16,16,5,14,18,14,0
18,41.594,-71.933,15,4,10,11,14,7,3,16,3,16,16,5,3,9,2,0
18,41.594,-71.933,15,4,2,7,19,0,18,5,7,7,15,11,19,12,15,0
18,41.594,-71.933,15,4,2,7,19,0,18,5,7,7,15,11,19,12,15,0
18,41.594,-71.933,15,4,2,7,19,0,18,5,7,7,15,5,3,9,2,0
18,41.594,-71.933,15,4,2,7,19,11,3,5,3,8,2,3,16,9,2,0
18,41.792,-72.015,13,13,17,11,14,7,13,16,0,16,16,5,3,9,2,0
18,41.792,-72.015,13,9,10,6,3,7,3,16,3,16,16,5,3,9,2,0
18,41.792,-72.015,13,9,10,11,14,7,13,0,10,13,7,18,14,18,14,0
18,41.792,-72.015,13,9,10,6,14,7,13,16,10,16,7,18,14,18,14,0
18,41.792,-72.015,13,9,17,6,7,7,13,2,10,13,7,18,14,18,14,0
18,41.785,-72.056,13,9,10,11,14,11,3,16,3,16,16,18,14,18,14,0
18,41.785,-72.056,13,9,17,6,14,7,3,16,3,16,16,18,3,9,2,0
18,41.77,-72.071,13,13,10,11,14,11,3,16,3,8,2,3,16,7,19,0
19,41.77,-72.071,13,13,17,6,3,15,13,2,10,10,6,15,11,17,17,0
19,41.77,-72.071,13,13,17,6,14,11,3,16,17,8,2,5,3,9,2,0
18,41.77,-72.071,13,13,17,6,7,7,13,0,10,13,7,18,14,18,14,0
18,41.77,-72.071,13,13,17,6,7,7,13,16,10,13,7,18,14,18,14,0
19,41.77,-72.071,13,9,10,11,14,7,3,16,3,16,16,5,11,17,2,0
19,41.71,-72.208,2,13,17,6,3,7,13,0,10,16,16,5,14,9,14,19
19,41.71,-72.208,2,13,17,16,1,15,2,0,0,1,6,1,0,0,6,19
19,41.71,-72.208,2,13,17,6,7,15,13,0,0,1,6,15,0,0,14,19
19,41.71,-72.208,2,13,17,0,3,0,3,16,3,16,15,5,11,12,19,19
19,41.71,-72.208,2,13,17,6,3,15,13,0,0,1,7,1,0,14,6,19
19,41.71,-72.208,2,13,17,6,3,7,13,16,3,16,16,5,3,9,2,19
18,41.576,-71.887,15,4,2,7,19,0,18,5,17,7,2,5,3,9,19,0
18,41.576,-71.887,15,4,10,6,3,11,3,16,3,16,16,5,11,18,14,0
18,41.576,-71.887,15,4,2,7,19,11,3,16,0,16,16,5,11,9,2,0
18,41.576,-71.887,15,4,2,7,19,8,18,5,7,7,15,11,19,12,15,0
18,41.576,-71.887,15,4,10,7,19,0,18,5,17,8,2,3,16,7,19,0
18,41.576,-71.887,15,4,10,11,14,11,3,16,3,16,16,5,3,9,2,0
18,41.49,-71.992,15,4,2,7,16,8,6,0,7,7,15,11,19,12,15,3
18,41.49,-71.991,15,4,2,7,19,0,18,11,7,14,15,11,3,17,17,3
18,41.49,-71.992,15,4,2,7,19,8,6,11,7,7,15,11,19,12,15,3
18,41.49,-71.992,15,4,2,7,3,8,6,0,0,1,6,15,11,17,17,3
18,41.49,-71.991,15,4,2,7,19,0,18,5,7,14,15,5,3,9,2,3
12,41.437,-71.881,15,4,2,7,19,0,18,5,17,7,18,3,16,7,19,3
12,41.437,-71.881,15,4,2,7,19,0,18,5,7,7,15,11,19,12,19,3
12,41.437,-71.881,15,4,2,7,19,0,18,5,7,7,15,11,19,12,15,3
12,41.437,-71.881,15,4,2,7,19,0,18,5,17,7,18,3,19,12,15,3
12,41.437,-71.881,15,4,2,7,19,0,18,5,17,7,15,3,16,7,19,3
12,41.342,-72.069,5,11,5,0,16,8,6,11,13,14,11,6,12,5,15,3
12,41.342,-72.069,5,11,2,7,19,0,18,11,7,7,15,11,19,12,15,3
12,41.342,-72.069,5,11,5,0,16,8,16,11,7,14,15,11,19,12,15,3
12,41.342,-72.069,5,4,2,7,16,8,6,11,7,14,15,15,11,5,9,3
12,41.342,-72.069,5,11,5,0,16,8,16,9,13,14,11,11,12,5,9,3
12,41.342,-72.069,5,11,5,0,16,8,6,11,0,14,15,11,19,12,15,3
18,41.463,-72.246,5,11,15,16,1,15,2,9,9,14,6,15,0,11,6,19
12,41.463,-72.246,5,11,15,8,9,15,2,8,9,1,6,1,0,0,6,19
18,41.463,-72.246,5,4,5,0,19,0,18,11,7,7,15,11,19,12,15,19
18,41.463,-72.246,5,11,5,0,9,13,0,8,13,1,6,15,11,17,17,19
12,41.463,-72.246,5,11,5,0,16,8,6,0,0,1,6,15,11,17,17,19
18,41.463,-72.246,5,11,15,8,1,15,2,8,9,1,6,1,0,0,6,19
12,41.418,-72.199,5,11,5,0,9,13,16,9,13,6,11,6,12,5,9,3
12,41.418,-72.199,5,11,5,0,9,13,16,9,13,6,11,6,12,5,9,3
12,41.418,-72.199,5,11,5,0,16,8,6,11,7,7,15,11,19,12,15,3
12,41.418,-72.199,5,11,5,0,16,8,6,11,7,14,15,11,19,12,15,3
12,41.418,-72.199,5,11,5,0,9,8,6,11,13,6,11,6,12,5,9,3
12,41.418,-72.199,5,11,5,0,9,13,16,9,13,6,11,6,15,11,18,3
12,41.38,-72.081,5,11,2,7,19,8,6,11,7,14,15,15,11,17,15,3
12,41.38,-72.081,5,11,2,7,19,0,18,5,17,7,18,3,19,12,15,3
12,41.38,-72.081,5,11,2,7,16,8,6,11,13,14,11,11,19,12,15,3
12,41.38,-72.081,5,11,5,0,16,8,6,9,13,14,15,11,19,12,15,3
12,41.38,-72.081,5,11,2,7,19,8,6,11,13,14,11,6,12,5,17,3
12,41.38,-72.081,5,11,5,0,16,8,6,11,0,14,15,11,19,12,15,3
18,41.456,-71.971,15,4,2,7,19,0,18,5,17,7,18,3,16,7,19,3
18,41.456,-71.971,15,4,2,7,19,0,18,5,17,7,18,3,16,7,19,3
18,41.456,-71.971,15,4,5,0,3,15,2,0,0,1,17,1,0,0,6,3
18,41.456,-71.971,15,4,5,0,3,8,6,11,7,14,15,15,11,17,2,3
18,41.456,-71.971,15,4,2,7,19,8,6,11,7,14,15,11,19,12,15,3
18,41.456,-71.971,15,4,5,0,16,8,6,0,0,14,15,11,11,17,17,3
18,41.538,-71.952,15,4,5,0,3,8,6,0,0,1,6,15,11,17,14,3
18,41.538,-71.952,15,4,2,0,16,8,6,11,0,14,6,15,11,17,17,3
18,41.538,-71.952,15,4,5,0,19,0,6,11,7,16,15,5,3,9,2,3
18,41.538,-71.952,15,4,2,7,3,8,6,11,7,7,15,11,19,12,15,3
18,41.538,-71.952,15,4,2,7,16,8,6,0,7,14,15,5,11,17,2,3
18,41.538,-71.952,15,4,2,7,19,8,18,11,7,7,15,11,3,12,15,3
12,41.372,-71.833,15,4,2,7,16,0,6,11,17,7,18,3,19,12,15,3
12,41.372,-71.833,15,4,2,7,19,0,18,5,17,7,15,11,19,12,15,3
18,41.702,-71.981,13,9,10,6,3,11,3,16,3,16,15,5,3,9,2,0
18,41.702,-71.981,13,9,10,11,3,7,13,0,0,1,6,15,11,17,17,0
18,41.702,-71.981,13,9,10,11,14,11,3,16,3,16,16,5,3,9,2,0
18,41.702,-71.981,13,9,10,11,14,11,3,16,3,16,16,5,3,9,2,0
18,41.702,-71.981,13,9,10,6,3,7,13,0,3,16,15,5,3,7,19,0
18,41.702,-71.981,13,9,17,6,14,7,13,0,3,16,16,15,14,18,17,0
19,41.818,-72.393,18,0,17,6,3,7,13,16,3,16,16,5,3,18,14,8
19,41.818,-72.393,18,13,16,9,7,15,13,16,3,8,2,5,3,9,2,8
19,41.818,-72.393,18,13,17,6,7,7,13,2,10,13,7,18,14,18,14,8
19,41.818,-72.393,18,13,17,6,7,2,2,2,10,13,13,7,9,18,4,8
19,41.818,-72.393,18,0,4,16,1,2,2,8,9,10,17,1,0,0,6,8
19,41.818,-72.393,18,13,17,6,3,15,13,0,0,1,6,15,0,0,6,8
19,41.789,-72.429,11,0,16,9,7,2,10,2,10,13,7,7,9,14,4,8
19,41.789,-72.429,11,0,4,9,4,2,10,17,10,13,7,7,9,14,4,8
19,41.789,-72.429,11,16,16,9,4,14,17,17,6,15,13,7,9,10,10,8
19,41.789,-72.429,11,13,17,6,7,7,13,0,0,1,6,18,0,0,6,8
19,41.789,-72.429,11,0,17,6,7,15,2,0,0,1,6,18,14,18,14,8
19,41.789,-72.429,11,0,17,6,7,2,13,2,10,1,7,18,0,18,14,8
19,41.804,-72.305,18,13,17,6,7,15,2,8,9,1,6,15,11,17,17,8
19,41.804,-72.305,18,13,17,6,3,7,13,16,3,16,16,5,3,9,2,8
19,41.804,-72.305,18,13,17,6,3,11,3,16,3,16,16,5,14,18,14,8
19,41.804,-72.305,18,13,17,6,3,7,13,0,0,16,16,15,11,17,17,8
19,41.826,-72.282,18,13,17,9,7,2,10,2,10,13,7,18,14,18,14,8
19,41.826,-72.282,18,13,17,6,7,2,13,2,10,1,7,18,14,18,14,8
19,41.826,-72.282,18,13,17,11,14,7,13,2,10,16,16,18,14,18,14,8
19,41.826,-72.282,18,13,17,6,14,11,3,16,3,16,16,5,3,9,2,8
19,41.826,-72.282,18,13,17,6,7,2,10,2,10,13,7,7,9,14,4,8
19,41.826,-72.282,18,13,17,6,7,7,13,2,10,16,16,15,14,17,17,8
19,41.776,-72.223,18,13,17,6,3,7,13,2,10,13,7,18,14,18,14,19
19,41.776,-72.223,18,13,17,6,7,15,2,0,10,16,16,5,11,17,2,19
19,41.776,-72.223,18,13,17,6,3,15,13,0,0,1,6,15,0,0,17,19
19,41.768,-72.3,18,13,4,16,1,15,2,2,10,1,6,15,14,18,14,8
19,41.768,-72.3,18,13,17,9,7,2,10,2,3,16,16,18,14,18,14,8
19,41.768,-72.3,18,13,17,16,7,15,2,0,0,1,16,15,14,18,14,8
19,41.768,-72.3,18,13,17,6,3,7,13,0,0,1,6,15,14,0,14,8
19,41.75,-72.403,11,13,17,6,7,15,2,0,10,1,7,1,9,14,4,8
19,41.75,-72.403,11,0,4,16,1,15,2,8,9,1,6,15,0,0,6,8
19,41.75,-72.403,11,0,4,6,3,15,13,0,0,1,6,5,3,18,14,8
19,41.75,-72.403,11,0,4,16,7,2,2,0,0,1,6,15,0,0,17,8
19,41.75,-72.403,11,0,4,16,1,15,2,2,10,13,7,7,9,18,14,8
19,41.75,-72.403,11,0,4,0,16,8,6,0,0,14,6,15,11,17,17,8
19,41.718,-72.3,2,13,17,6,3,15,2,8,10,1,6,15,11,9,2,19
19,41.718,-72.3,2,13,17,6,3,11,3,16,17,7,15,5,19,17,2,19
19,41.718,-72.3,2,13,17,6,3,7,13,0,3,16,16,5,11,18,14,19
19,41.69,-72.325,2,13,4,0,3,8,6,11,7,14,15,11,11,17,17,19
19,41.69,-72.325,2,13,17,6,7,15,13,0,0,1,6,18,14,0,6,19
19,41.69,-72.325,2,13,17,6,3,15,2,2,10,13,7,18,0,0,14,19
12,41.329,-72.125,5,11,5,0,16,0,6,11,7,14,15,11,19,12,15,3
12,41.329,-72.124,5,11,5,0,16,8,16,9,13,14,11,11,12,5,9,3
12,41.329,-72.125,5,11,5,0,16,8,6,5,7,7,15,11,19,12,15,3
11,41.32,-72.352,8,18,15,8,9,13,16,11,13,14,15,11,11,17,17,16
11,41.32,-72.352,8,18,15,8,9,13,16,9,13,6,11,6,12,11,9,16
11,41.32,-72.352,8,18,5,0,9,13,16,9,13,6,17,17,15,11,18,16
12,41.354,-72.098,5,11,5,0,16,8,16,9,13,1,6,1,0,5,17,3
12,41.354,-72.098,5,11,5,0,9,13,16,9,13,14,15,11,19,12,15,3
12,41.354,-72.098,5,11,5,0,9,13,16,9,13,6,11,6,12,5,9,3
12,41.311,-72.142,5,11,2,7,19,0,18,11,7,14,18,11,19,12,15,3
12,41.311,-72.142,5,11,5,0,16,8,6,11,13,6,11,6,12,5,9,3
12,41.311,-72.142,5,11,5,0,9,8,16,9,13,6,6,15,12,5,17,3
12,41.375,-72.142,5,11,5,0,9,13,6,11,13,14,11,6,12,5,9,3
18,41.426,-72.057,15,11,2,7,16,8,6,11,7,7,15,11,11,9,2,3
12,41.426,-72.057,15,11,2,0,16,8,6,11,0,14,6,15,11,17,17,3
18,41.426,-72.057,15,11,5,0,16,8,6,11,7,7,18,3,19,12,15,3
7,41.254,-73.002,4,5,12,10,15,19,7,18,1,12,8,4,1,19,18,17
17,41.35,-73.0,4,5,11,13,15,4,7,19,11,18,3,14,7,19,5,17
17,41.35,-73.0,4,12,9,3,10,13,16,9,13,6,11,6,19,12,15,17
17,41.35,-73.0,4,5,13,4,15,19,7,1,19,4,14,19,5,8,8,17
17,41.35,-73.0,4,5,13,10,5,19,7,18,11,12,8,4,7,8,18,17
17,41.35,-73.0,4,5,13,10,5,19,7,18,11,18,3,17,1,19,18,17
17,41.35,-73.0,4,5,13,10,5,10,11,14,5,2,4,12,17,2,16,17
17,41.35,-73.0,4,5,13,13,15,5,14,1,4,9,14,19,5,16,16,17
9,41.35,-73.0,4,12,13,10,6,19,7,19,18,12,8,17,7,19,18,17
17,41.35,-73.0,4,12,13,10,5,19,7,18,18,18,3,17,15,11,18,17
7,41.254,-73.002,4,5,13,13,5,19,7,19,11,12,8,4,1,8,8,17
7,41.283,-72.959,4,5,13,10,15,19,7,1,1,9,14,19,1,1,11,17
7,41.283,-72.959,4,12,13,3,5,4,15,4,5,12,4,4,17,8,5,17
7,41.283,-72.959,4,5,13,13,5,10,11,19,5,2,4,14,7,19,5,17
7,41.283,-72.959,4,5,13,10,15,19,7,18,1,12,8,4,1,8,8,17
7,41.283,-72.959,4,5,13,10,15,19,14,1,5,12,8,4,7,19,5,17
7,41.283,-72.959,4,5,13,13,5,4,7,4,18,18,3,14,7,19,5,17
10,41.433,-73.07,3,2,11,4,15,1,19,18,19,4,10,2,13,1,11,7
10,41.433,-73.07,3,12,1,17,10,6,2,8,9,6,11,6,12,5,9,7
10,41.433,-73.07,3,12,9,10,6,19,5,18,11,12,8,4,1,8,8,7
10,41.433,-73.07,3,2,11,4,15,19,19,1,19,4,10,2,13,1,11,7
10,41.433,-73.07,3,2,11,4,15,1,19,6,19,4,12,9,10,1,11,7
17,41.317,-73.012,4,12,9,3,10,4,15,4,18,18,3,14,7,19,9,17
17,41.317,-73.012,4,12,9,3,10,4,0,4,18,18,3,17,15,5,9,17
17,41.317,-73.012,4,12,9,10,5,4,15,19,18,18,3,14,1,19,8,17
17,41.317,-73.012,4,5,13,10,15,19,7,19,1,2,4,4,5,16,8,17
17,41.317,-73.012,4,12,9,3,5,4,15,4,18,18,11,6,12,5,9,17
7,41.31,-72.943,4,5,13,10,5,10,11,19,1,9,4,12,7,19,5,17
7,41.31,-72.943,4,5,13,10,15,19,7,18,11,12,8,4,1,8,8,17
7,41.31,-72.943,4,5,9,3,5,4,16,9,13,6,3,17,15,11,18,17
17,41.342,-72.994,4,5,13,10,6,19,7,18,11,12,8,4,1,8,11,17
17,41.342,-72.994,4,5,9,3,10,4,5,18,11,17,8,2,13,1,1,17
9,41.342,-72.994,4,5,13,13,15,5,7,19,1,18,8,14,7,8,8,17
9,41.342,-72.994,4,5,13,10,5,19,7,18,11,12,8,4,1,8,8,17
17,41.342,-72.994,4,5,13,10,6,19,7,18,11,12,8,2,13,1,1,17
9,41.342,-72.994,4,5,13,10,15,19,7,19,1,12,8,14,1,8,8,17
9,41.345,-72.971,4,12,13,10,5,19,7,19,11,12,8,4,17,2,8,17
9,41.345,-72.971,4,12,9,10,5,19,7,18,1,12,8,19,1,8,8,17
9,41.345,-72.971,4,5,13,10,15,19,7,18,11,12,8,4,1,16,16,17
9,41.345,-72.971,4,12,13,10,5,10,15,4,18,18,3,14,7,19,9,17
6,41.238,-73.122,6,19,12,13,15,5,14,1,1,2,14,12,17,2,12,13
6,41.238,-73.122,6,5,13,3,10,4,15,19,5,2,4,14,7,19,5,13
17,41.238,-73.122,6,19,13,3,5,4,11,19,5,2,4,14,17,19,5,13
6,41.238,-73.122,6,19,13,10,5,10,7,19,1,12,14,19,5,16,16,13
6,41.238,-73.122,6,5,12,13,5,10,11,14,1,9,14,4,5,8,8,13
17,41.238,-73.122,6,19,12,19,2,5,14,1,4,9,12,9,5,16,16,13
17,41.273,-73.118,6,5,12,13,15,10,14,1,1,9,14,19,5,16,7,13
17,41.273,-73.118,6,5,12,13,5,4,15,4,18,18,3,14,7,19,5,13
17,41.273,-73.118,6,5,12,13,15,5,14,1,4,9,14,19,5,16,16,13
17,41.273,-73.118,6,5,13,10,5,4,7,19,5,12,8,4,5,16,16,13
17,41.273,-73.118,6,5,13,13,5,10,11,19,5,2,4,12,1,2,12,13
17,41.273,-73.118,6,19,12,19,15,5,14,1,4,9,14,19,6,15,7,13
7,41.258,-72.951,4,5,13,10,10,4,7,19,5,2,14,19,5,2,12,17
7,41.258,-72.951,4,5,13,10,5,19,7,19,5,12,8,4,1,8,8,17
7,41.258,-72.951,4,5,13,10,10,4,7,4,18,18,8,4,1,8,8,17
7,41.258,-72.951,4,5,13,13,5,10,11,19,1,9,4,14,7,19,5,17
7,41.295,-72.973,4,5,13,10,15,19,7,19,1,12,14,4,17,2,8,17
7,41.295,-72.973,4,12,13,10,5,19,7,18,1,12,10,2,13,8,8,17
7,41.295,-72.973,4,5,13,10,5,4,15,4,5,18,4,14,7,19,5,17
7,41.295,-72.973,4,5,13,10,5,10,11,14,5,2,4,14,7,19,12,17
7,41.295,-72.973,4,5,13,13,15,19,14,19,1,12,14,19,5,16,16,17
7,41.295,-72.973,4,5,13,13,5,19,7,19,5,12,8,4,1,19,5,17
6,41.22,-73.077,6,5,13,10,5,4,15,4,5,2,4,14,17,2,12,13
6,41.22,-73.077,6,19,12,19,2,5,4,7,4,3,9,8,6,15,7,13
6,41.22,-73.077,6,5,13,10,5,19,7,19,11,18,3,17,15,11,18,13
6,41.22,-73.077,6,5,12,13,5,10,11,19,5,12,3,14,1,8,5,13
6,41.22,-73.077,6,19,12,19,15,5,14,14,1,2,4,12,6,2,12,13
6,41.22,-73.077,6,19,12,13,5,10,11,14,1,2,9,12,6,2,12,13
6,41.248,-73.079,6,5,12,13,12,10,11,7,4,3,9,8,5,15,7,13
17,41.248,-73.079,6,5,13,13,5,4,15,19,18,18,3,14,7,19,5,13
6,41.248,-73.079,6,5,12,13,12,10,11,14,1,3,4,14,7,19,5,13
17,41.248,-73.079,6,5,12,13,15,19,15,19,11,12,8,4,1,8,8,13
17,41.248,-73.079,6,5,12,19,2,5,14,1,4,5,12,9,10,6,3,13
6,41.211,-73.177,6,19,12,19,15,5,7,1,1,9,14,19,5,16,16,13
6,41.211,-73.177,6,19,12,19,2,19,14,19,1,12,8,4,1,8,18,13
6,41.211,-73.177,6,19,12,19,12,10,11,19,5,2,4,19,17,2,12,13
6,41.211,-73.177,6,19,12,19,15,10,11,1,5,12,3,14,7,11,9,13
6,41.211,-73.177,6,19,12,13,5,4,15,4,5,12,3,14,7,19,5,13
6,41.211,-73.177,6,19,12,13,5,10,11,14,5,2,4,12,17,2,12,13
6,41.193,-73.217,6,19,12,1,12,5,14,7,4,3,9,8,6,15,7,13
6,41.193,-73.217,6,19,12,19,2,10,11,1,15,3,4,12,17,2,12,13
17,41.356,-73.092,6,5,13,4,6,19,0,4,18,18,8,17,1,8,18,17
17,41.356,-73.092,6,12,13,10,6,19,5,18,11,12,8,4,1,8,8,17
17,41.356,-73.092,6,12,13,10,5,19,7,19,5,2,4,14,17,2,12,17
17,41.356,-73.092,6,5,11,4,15,5,14,1,1,12,8,4,1,8,8,17
17,41.356,-73.092,6,5,12,13,15,19,7,19,5,12,8,14,7,8,8,17
17,41.356,-73.092,6,5,12,13,15,10,7,19,5,2,4,12,17,2,12,17
6,41.207,-73.093,6,5,9,3,10,4,15,4,18,18,3,14,7,19,5,13
6,41.207,-73.093,6,5,12,13,12,10,7,19,5,2,4,14,17,2,12,13
6,41.207,-73.093,6,5,12,13,5,10,14,19,5,12,8,4,17,16,8,13
6,41.177,-73.146,6,19,12,13,12,10,11,14,5,2,4,12,17,2,12,13
6,41.177,-73.146,6,19,12,19,15,5,14,13,4,9,14,19,5,16,8,13
6,41.177,-73.146,6,5,13,13,15,19,7,19,5,18,4,14,17,2,12,13
6,41.177,-73.146,6,19,12,13,2,5,14,7,4,3,9,8,6,15,7,13
6,41.177,-73.146,6,19,12,13,12,10,11,14,1,2,14,12,17,2,16,13
6,41.177,-73.146,6,19,12,1,12,16,11,14,5,2,4,12,17,2,12,13
17,41.304,-73.118,6,19,12,19,15,5,14,1,4,9,14,19,5,16,8,13
17,41.304,-73.118,6,5,13,13,15,19,7,19,5,12,8,4,1,8,8,13
17,41.304,-73.118,6,5,13,10,15,19,14,19,1,9,14,19,5,16,16,13
6,41.236,-73.151,6,19,13,3,10,4,15,4,5,18,3,14,7,8,8,13
6,41.236,-73.151,6,19,12,13,12,10,11,14,15,3,9,8,6,2,12,13
6,41.236,-73.151,6,19,12,19,15,10,14,1,1,9,14,19,17,2,16,13
6,41.236,-73.151,6,19,12,13,15,10,11,14,1,9,9,8,6,15,7,13
6,41.236,-73.151,6,19,12,13,5,10,11,1,5,2,8,14,7,19,5,13
7,41.236,-73.151,6,19,12,19,15,5,14,1,1,9,14,19,5,16,16,13
17,41.308,-73.032,4,5,13,13,15,19,7,1,1,9,8,17,7,19,5,17
17,41.308,-73.032,4,5,13,13,15,10,11,1,4,9,12,19,5,6,16,17
17,41.308,-73.032,4,5,13,10,5,19,7,18,11,12,8,4,1,8,8,17
17,41.308,-73.032,4,12,13,10,5,19,7,18,11,12,8,4,1,8,8,17
17,41.308,-73.032,4,5,13,10,5,4,7,18,1,12,8,4,1,8,8,17
17,41.308,-73.032,4,5,12,13,15,5,14,1,1,9,4,4,1,19,8,17
17,41.407,-73.079,3,2,11,4,6,19,7,18,11,12,8,4,1,8,8,17
17,41.407,-73.079,3,2,13,4,15,5,8,13,8,5,12,9,10,6,3,17
10,41.407,-73.079,3,2,11,4,15,19,7,19,18,18,3,14,7,19,5,17
17,41.407,-73.079,3,2,13,10,6,19,7,18,11,12,8,4,1,8,8,17
17,41.407,-73.079,3,5,11,4,15,1,19,6,11,12,8,4,13,8,16,17
10,41.407,-73.079,3,12,13,10,5,19,7,19,5,2,4,19,5,16,16,17
10,41.443,-72.992,4,12,13,10,5,19,7,4,18,18,8,4,1,8,8,7
17,41.443,-72.992,4,5,11,10,6,19,7,19,1,12,14,4,1,8,5,7
10,41.443,-72.992,4,14,1,17,6,18,5,18,11,12,8,4,1,8,8,7
10,41.443,-72.992,4,12,1,10,6,18,7,18,19,4,10,2,13,1,11,7
6,41.24,-73.012,4,5,12,13,5,10,11,14,1,9,14,19,5,16,16,17
6,41.24,-73.012,4,12,13,10,5,19,7,19,5,12,8,4,1,16,16,17
7,41.241,-73.012,4,5,13,13,5,19,7,1,1,9,14,4,1,8,8,17
7,41.24,-73.012,4,5,13,10,5,10,11,1,1,9,14,19,5,2,16,17
6,41.24,-73.012,4,5,12,13,5,4,7,19,5,18,3,14,1,19,5,17
7,41.241,-73.012,4,5,13,3,10,4,15,4,5,18,4,14,1,8,8,17
7,41.274,-73.019,4,12,13,10,5,19,7,19,1,2,4,12,17,2,12,17
17,41.274,-73.019,4,5,13,10,5,19,7,19,18,18,3,17,7,19,5,17
17,41.274,-73.019,4,5,13,3,5,19,7,19,1,12,8,17,1,8,18,17
7,41.274,-73.019,4,5,13,13,5,19,7,19,11,12,8,4,1,8,8,17
17,41.274,-73.019,4,12,9,3,5,4,7,19,11,12,8,4,1,8,8,17
17,41.274,-73.019,4,5,13,13,5,10,11,19,5,2,8,14,1,2,5,17
17,41.321,-73.201,6,19,12,19,15,5,14,1,1,9,14,19,5,16,16,13
6,41.321,-73.201,6,19,18,13,15,10,11,19,1,12,4,4,1,8,8,13
17,41.321,-73.201,6,19,12,19,13,17,8,13,8,9,14,19,5,16,16,13
17,41.321,-73.201,6,19,12,19,13,5,14,1,4,9,9,19,5,15,16,13
6,41.321,-73.201,6,19,12,19,15,5,8,13,8,5,12,9,10,16,16,13
17,41.321,-73.201,6,5,13,10,15,19,14,1,1,12,14,19,5,16,8,13
17,41.321,-73.091,6,5,12,13,15,5,14,1,1,12,8,4,1,8,8,13
17,41.321,-73.091,6,5,12,4,15,5,7,19,1,12,8,19,5,16,16,13
17,41.321,-73.091,6,5,12,13,5,19,7,18,11,12,8,4,1,8,8,13
17,41.321,-73.091,6,5,12,10,15,19,11,19,1,9,14,19,5,8,8,13
17,41.321,-73.091,6,5,12,4,15,5,14,1,1,9,14,19,10,6,3,13
17,41.321,-73.091,6,5,12,13,15,5,14,1,1,12,8,4,1,8,16,13
7,41.29,-72.93,4,5,13,10,5,10,15,19,5,12,4,12,17,2,8,17
7,41.29,-72.93,4,5,13,13,15,19,7,1,5,18,3,17,7,19,18,17
7,41.27,-72.974,4,5,13,10,5,4,7,19,11,12,3,14,1,8,8,17
7,41.269,-72.974,4,12,13,10,10,4,0,4,18,18,3,14,1,8,5,17
7,41.27,-72.974,4,5,13,3,10,4,15,4,18,18,3,17,15,5,9,17
7,41.27,-72.974,4,5,13,10,15,19,7,19,5,12,8,19,5,8,8,17
7,41.27,-72.974,4,5,9,3,10,4,15,4,18,18,3,14,7,19,5,17
7,41.27,-72.974,4,12,13,3,10,4,15,4,18,18,3,17,7,19,5,17
10,41.472,-72.971,14,14,11,4,8,1,19,6,19,4,10,2,13,1,11,7
10,41.472,-72.971,14,5,13,10,5,19,7,19,5,12,8,4,17,8,8,7
10,41.472,-72.971,14,3,19,18,10,6,0,4,18,18,8,17,1,8,1,7
10,41.472,-72.971,14,14,1,17,6,18,5,18,11,17,0,2,13,3,1,7
10,41.472,-72.971,14,12,1,10,6,19,19,1,19,12,10,4,1,1,8,7
10,41.472,-72.971,14,5,11,4,8,1,19,6,19,9,10,19,1,8,8,7
